geneID,786_M1A_1,786_M1A_2,786_M1A_3,786_O_1,786_O_2,786_O_3,HK2_1,HK2_2,HK2_3
85476,3228,3740,3606,3897,3616,3864,3066,3922,4550
56925,351,349,385,268,189,279,390,500,564
5918,91,94,79,23,26,24,0,1,0
64747,4013,4246,4506,3492,3042,3609,2803,3658,4225
654502,0,0,0,0,0,0,0,0,0
100505385,0,0,0,0,0,0,0,0,0
29970,0,0,0,0,0,0,0,0,0
100500803,0,0,0,0,0,0,0,0,0
100874433,1,1,0,1,0,1,0,0,2
101928376,0,0,0,2,0,0,1,1,1
3592,3,6,4,4,3,6,67,98,113
730109,0,0,0,0,0,0,0,0,0
105374314,0,0,0,0,0,0,0,0,0
401097,21,10,14,80,74,67,301,428,499
57560,1256,1435,1421,1567,1448,1596,1651,2054,2330
10051,22346,25198,25918,29542,26017,28813,19884,25581,30775
406949,0,0,0,0,0,0,0,0,0
406951,0,0,0,0,0,0,0,0,0
286827,1781,1959,2001,1873,1693,2008,2677,3582,3876
3840,6512,7431,7197,7566,6576,7322,6463,8526,10051
677767,0,2,0,0,2,2,0,0,0
80117,0,1,0,1,0,1,2,7,4
151742,23,37,47,174,143,182,32,40,41
8706,808,926,858,554,542,572,1265,1649,1886
51068,3092,3602,3501,3237,2943,3164,3020,4153,4755
165679,0,0,0,0,0,1,0,0,0
101243545,100,121,92,191,132,152,98,151,154
131149,1,0,0,0,0,0,0,0,0
647107,0,0,0,0,0,0,0,0,0
100302148,0,0,0,0,0,0,0,0,0
104355289,0,0,0,0,0,0,0,0,0
6476,0,0,0,0,0,0,0,0,0
22865,0,0,0,0,0,1,61,78,82
103695433,134,145,168,102,76,119,182,252,253
590,0,0,0,9,9,14,2537,3444,3792
79740,0,0,0,0,1,0,14,17,26
104310350,0,0,0,0,0,0,0,0,0
5276,0,0,0,0,0,0,0,0,0
151790,0,2,0,0,0,0,0,2,2
11235,2332,2417,2484,2659,2234,2443,2209,2990,3316
5274,36,46,33,56,63,56,80,120,122
646168,0,0,0,0,0,0,0,0,0
27333,4518,5182,5290,6434,5494,6006,4395,5324,6503
93556,0,0,0,0,0,0,0,0,0
693136,0,0,0,0,0,0,0,0,0
100507661,0,0,0,0,0,0,0,0,0
2122,1267,1545,1496,1184,1055,1092,170,268,263
7012,0,2,1,1,0,1,0,0,3
84517,12,12,11,38,33,37,125,149,176
55892,677,787,745,896,763,915,744,1018,1155
100189318,0,0,0,0,0,0,0,0,0
151827,328,351,353,34,31,31,160,227,282
344657,1,1,1,0,1,0,16,9,11
79782,0,0,0,3,1,3,2,2,0
344658,0,0,0,0,0,0,0,0,0
100128164,10,17,13,18,10,20,27,44,36
7095,4858,5256,5190,6885,6247,6844,5209,6807,7569
26996,360,372,375,643,671,701,324,405,414
80012,1535,2050,1969,2732,2578,2523,1766,2135,2761
5584,2923,3266,3257,3869,3362,3824,3802,4931,5484
6498,1945,2177,2209,2922,2904,3001,3498,4298,5218
5010,2,4,3,7,4,5,4947,6445,7271
102465497,0,0,0,0,0,0,0,0,0
57709,0,0,0,0,0,0,2,3,3
101928583,0,0,0,0,2,0,0,0,0
200916,926,1050,1102,1507,1326,1522,617,885,883
56648,3291,3665,3552,4227,3736,4125,839,1072,1306
6514,2,3,4,111,96,125,110,130,126
23043,2074,2710,2471,4671,4074,4417,2370,2843,3556
693154,0,0,0,0,0,0,0,1,1
5337,520,644,659,682,628,677,655,786,935
389177,0,0,0,0,0,0,0,0,0
100874219,0,0,0,0,0,0,1,0,0
64778,5810,6991,6833,9412,8595,8948,7681,8898,11560
2693,0,1,0,0,0,0,1,0,1
8743,8913,9226,9437,6303,5803,7012,4982,7164,8026
57552,13955,16804,16082,17446,15089,16649,8229,10690,12792
1894,13462,14718,14942,16205,13986,15756,9944,12861,14543
83893,0,0,0,0,0,0,0,0,0
22871,146,165,180,190,182,207,360,416,499
100874010,0,0,0,0,0,0,0,0,0
254827,15,17,15,14,5,10,10,13,8
100862679,0,0,0,0,0,0,0,0,0
100874244,0,0,0,0,0,0,0,1,1
100616395,0,0,0,0,0,0,0,0,0
100874245,0,0,0,0,0,0,0,0,0
102465858,0,0,0,0,0,0,0,0,0
100505547,0,0,0,0,1,0,1,0,1
101928684,0,0,0,0,0,0,0,0,0
79718,7934,8508,8475,8707,8056,8636,6700,8790,9959
100820709,27,21,28,23,22,30,21,26,40
100505566,0,0,2,2,1,1,0,0,0
102724550,0,1,0,0,1,0,1,0,1
100874330,0,0,0,0,0,0,0,0,0
104797538,0,0,0,0,0,0,0,0,0
10242,0,0,0,0,0,0,0,0,0
64393,1247,1448,1486,1430,1424,1527,839,1104,1309
101928739,0,0,0,0,0,0,0,0,0
5290,1445,1621,1709,1791,1615,1813,1814,2313,2829
27094,22,33,34,37,21,31,73,86,102
51193,1230,1385,1367,1538,1317,1576,1256,1747,2010
55669,2055,2333,2380,2817,2353,2816,2527,3322,3679
59345,2229,2511,2629,2708,2426,2727,3815,4880,5793
86,5426,5801,5697,5591,4693,5432,4664,5892,6781
57129,1920,2078,2064,2411,2048,2371,2081,2977,3200
4711,2066,2139,2073,2843,2374,2814,2613,3769,4095
8975,2711,2906,3020,3661,3165,3444,3200,3970,4852
51555,50,67,72,8,8,11,4,7,8
101928790,0,0,0,0,0,0,0,0,0
100505609,0,0,0,0,0,0,0,0,0
151613,695,782,824,693,561,689,724,877,977
339829,33,32,50,37,30,29,31,44,46
101928882,0,0,0,0,0,0,0,0,0
8087,8773,9326,9541,11173,9440,10917,8315,11400,12470
131118,414,396,395,510,385,489,306,499,481
347689,2,1,1,0,0,1,1,1,1
102724604,0,0,0,0,0,0,0,0,0
6657,0,0,0,7,10,10,0,0,0
100996490,0,0,0,0,0,1,0,0,0
401103,0,0,0,0,0,0,0,0,0
23200,2870,3208,3318,4263,3744,4307,2096,2692,3136
54165,1471,1716,1740,2065,1804,2094,1714,2268,2566
56922,1173,1155,1194,1487,1270,1451,1293,1677,1905
27074,0,1,0,6,5,0,8,7,16
23101,9,8,10,19,24,26,15,21,27
84002,1448,1685,1709,1187,1106,1259,1157,1490,1794
100505687,298,298,239,348,323,401,255,313,323
89857,0,0,0,0,0,0,0,0,0
100874019,0,0,0,0,0,0,0,1,0
54800,261,273,263,387,374,465,1315,1593,1821
55689,3078,3560,3296,4033,3518,3877,4427,5366,6600
79929,92,82,80,70,79,71,151,224,218
55486,1330,1285,1341,1557,1334,1523,1630,2344,2449
100616127,0,0,0,0,0,0,0,0,0
10057,866,1012,949,1257,1023,1146,1694,2008,2488
100873982,0,0,0,0,0,0,1,1,1
200909,0,0,0,0,0,0,3,0,0
170572,0,0,0,0,0,0,0,0,0
285242,0,0,0,0,0,1,0,0,0
8893,2677,2791,2768,3171,2707,3068,1758,2381,2666
1857,4759,4779,4611,6090,4792,5586,4943,5526,7358
1173,30051,30071,29781,38047,31104,35061,25517,32832,36725
55324,2662,2831,2657,3102,2615,2993,2103,2761,2977
90113,16,8,10,30,32,31,6,14,13
100187716,1,0,0,1,1,0,0,0,0
10195,2766,2956,2758,3605,2778,3281,2626,3116,4027
9718,316,329,310,352,242,309,380,498,500
94032,203,174,174,323,250,301,610,847,1043
5708,32740,34956,34469,38961,32180,36265,25284,33263,38288
1981,55654,62297,57985,67306,56666,60198,26980,34342,41699
692107,0,0,0,0,0,0,0,1,0
131408,21,16,17,9,8,10,437,541,651
1181,392,413,359,569,497,525,353,459,519
5437,1370,1343,1440,1713,1454,1569,1572,2171,2227
7066,0,0,0,0,0,0,0,0,0
8646,0,0,0,0,0,0,2,1,0
105374250,0,0,0,0,0,0,0,0,0
2049,0,2,2,4,2,1,12,11,12
64110,1134,1089,1142,1853,1548,1689,794,1094,1219
101928992,0,0,0,0,0,0,0,0,0
23355,1385,1474,1527,1494,1275,1534,628,816,944
285382,0,0,0,2,1,0,13,20,20
339926,0,0,0,0,0,0,0,0,0
1962,771,824,821,1158,999,1135,1301,1550,1874
100847054,0,0,0,0,0,0,0,0,0
9175,598,604,567,699,585,733,716,898,1003
90407,1081,1192,1151,1416,1188,1369,1335,1751,2040
200879,0,0,0,22,17,28,458,573,711
59343,1571,1786,1664,2127,1771,2100,2043,2756,3294
10644,3354,3599,3650,4244,3626,3964,6779,8324,10800
646600,0,0,0,0,0,0,0,0,0
100847078,0,0,0,0,0,0,0,0,0
6434,9804,10190,10365,12147,10153,11380,8761,11530,13064
344887,7,11,8,5,6,3,3,4,4
2119,2037,2231,2209,2500,2197,2387,2316,2942,3669
1608,564,640,574,1049,889,1047,610,800,945
253573,0,0,0,0,0,0,0,0,0
1427,14,9,6,10,6,12,4,8,15
55171,470,490,453,542,465,503,547,665,749
51726,4975,5184,5310,6174,5566,5904,3732,5362,6022
197,0,0,0,0,0,0,0,0,1
26998,0,0,0,0,0,0,0,0,0
3273,0,0,0,0,0,0,0,0,0
3827,0,0,0,0,0,0,0,0,0
1974,3699,4084,4159,4852,4306,5185,2904,4071,4264
619567,24,22,21,22,22,27,13,19,18
100302143,0,0,0,0,0,0,0,0,0
677847,9,10,13,18,23,5,3,7,10
6043,23,25,25,26,25,27,15,16,10
619568,9,18,13,10,13,18,14,19,17
5984,2610,2673,2778,2757,2307,2696,2878,4087,4437
102724699,1,0,2,4,4,1,2,4,5
9370,0,0,0,0,0,0,0,0,0
100874095,0,0,0,0,0,0,0,0,0
6480,3,5,0,136,105,121,751,972,1186
116832,2,5,1,6,4,7,1081,1530,1667
101929106,0,0,0,0,0,0,0,0,0
132112,0,0,0,0,0,0,0,0,0
5648,0,0,1,1,0,0,0,0,0
101929130,0,0,0,0,0,0,0,0,0
64108,8,11,19,13,12,17,1,2,1
6750,0,0,0,0,0,0,0,0,0
344892,0,0,0,0,0,0,0,1,0
100131635,0,0,0,0,0,0,0,0,0
604,220,251,248,241,200,227,256,343,412
339929,13,5,9,8,10,16,9,8,13
4026,5966,8169,7602,7917,7659,7244,7051,7649,11117
401105,0,0,0,0,0,0,0,0,0
100873917,0,0,0,0,0,0,0,0,0
407020,0,0,0,0,0,0,0,0,0
100874043,1,1,3,1,0,1,2,6,5
285386,1,0,1,1,0,0,0,0,2
100874027,0,0,0,0,0,0,0,0,0
8626,0,0,0,0,0,0,0,0,1
100126340,0,0,0,0,0,0,0,0,0
55214,6888,7210,7335,5190,4338,4970,10855,14001,16080
101929152,7,3,0,3,3,3,1,4,5
9076,1229,1324,1375,900,765,857,7452,10362,12471
10686,0,0,1,37,36,24,320,440,500
131920,0,0,0,0,0,0,0,1,0
3556,890,1017,1052,1186,1056,1208,921,1086,1377
647309,55,81,85,152,137,168,3,3,4
100170222,0,0,0,0,0,0,0,0,0
344901,0,0,0,0,0,0,0,0,0
257313,0,0,0,0,0,2,0,0,2
152137,6233,6774,6746,7326,6444,7458,3099,4219,4974
103344926,0,0,0,0,0,0,0,0,0
152138,0,0,0,0,0,0,0,0,0
2257,17,24,16,42,40,35,312,364,498
100873986,0,0,0,0,0,0,0,0,0
105374278,0,0,0,0,0,0,0,1,0
151963,1070,1112,1068,1099,998,1143,1195,1655,1948
57110,87,85,94,141,125,118,104,149,145
84789,1,6,4,2,5,6,3,3,3
344905,1,3,2,5,7,2,0,1,0
100874218,1,2,1,0,3,2,1,0,0
84239,2,1,1,3,1,4,3,2,3
101929198,0,0,0,0,0,0,0,0,1
4976,6118,6696,6859,7997,7151,7945,6777,9012,10476
100873941,0,0,1,1,0,1,1,1,1
647323,0,0,1,1,1,6,0,0,0
100128023,0,0,0,0,0,2,1,0,0
102724877,0,1,0,0,0,0,0,0,0
3280,650,629,657,1400,1170,1389,1393,1872,2200
100505920,0,0,0,0,0,0,0,0,0
101929337,0,0,0,0,0,0,0,0,0
100131551,15,11,15,19,16,20,0,0,0
1370,0,0,0,4,1,1,0,1,1
131578,101,89,91,272,185,213,3,9,8
2814,0,0,2,0,0,1,2,1,2
79572,9547,11563,11341,14990,13495,15407,12840,15171,19089
401106,1,0,1,1,1,1,0,6,3
100507297,62,60,70,64,65,65,56,74,89
93109,1472,1542,1531,1235,1184,1287,1080,1355,1553
55341,2205,2453,2480,2513,2251,2428,1811,2231,2625
131583,17,14,16,76,46,56,62,69,88
100507391,0,0,0,0,0,0,0,0,0
152002,906,869,914,1555,1210,1385,657,850,980
100874528,0,0,0,0,0,0,0,0,0
100422926,0,0,0,0,0,0,0,0,0
101410543,0,0,0,0,0,0,1,0,0
23527,2327,2645,2698,3240,2900,3382,3150,3985,4593
5504,2113,2308,2348,2538,2204,2560,1726,2177,2641
347,0,0,0,0,0,0,0,0,0
105374297,1,3,1,4,0,5,8,12,18
727956,659,728,705,828,641,826,584,747,797
440993,1,0,0,1,2,0,2,4,1
693155,9,17,11,13,9,14,13,9,7
200958,0,0,0,0,0,0,2,1,4
4585,0,0,1,2,0,1,2,4,5
105374299,0,0,0,0,0,0,0,0,0
101929697,0,0,0,0,0,0,0,1,0
10188,674,669,632,806,653,698,500,663,725
102465977,0,0,0,0,0,0,0,0,0
255812,247,253,261,305,255,268,211,242,300
105374301,2,0,1,2,1,1,3,4,5
7037,1829,2196,2233,2868,2287,2596,4080,5133,6402
401109,0,0,0,0,0,0,0,0,0
131540,1,0,0,0,0,0,0,1,1
200931,9,13,14,27,22,15,8,4,7
5130,1552,1689,1703,2063,1613,1963,1228,1415,1737
255758,254,272,261,277,221,288,148,228,285
100534611,0,0,0,0,0,0,0,0,0
100874214,3,4,7,5,3,1,11,6,8
116211,0,0,0,0,0,0,0,0,0
26043,957,1396,1405,2048,2019,2044,2460,2734,3473
165918,995,1086,1063,1245,1103,1183,1170,1580,1838
255798,0,4,0,0,0,1,0,0,0
348793,507,555,541,540,459,519,424,560,667
200933,1643,2039,1888,2058,1792,2089,1262,1597,1956
375387,1,0,0,1,1,1,85,121,132
84984,213,212,231,247,202,258,269,357,367
54965,991,1160,1123,1310,1165,1281,1000,1278,1405
5062,7952,9135,8978,10459,9003,9899,9666,11882,14551
100302742,0,0,0,0,1,0,0,0,0
205564,1774,1939,2070,2353,2105,2382,1700,2186,2592
22916,4010,4249,4319,4635,4191,4732,4074,5557,6235
152217,571,539,532,752,543,598,300,412,442
80235,111,103,113,134,113,136,48,55,90
4241,2457,2467,2369,588,501,606,1987,2666,2973
100507057,63,58,35,44,26,36,35,28,41
1739,5889,6482,6686,7449,6410,7309,6359,8086,9887
100616216,0,0,0,0,0,0,0,0,0
100507086,19,10,4,12,7,7,9,18,12
622,54,50,49,179,149,147,1145,1428,1619
220729,151,190,173,207,162,185,140,190,195
9711,968,1056,1016,1223,1054,1080,906,1074,1328
100126321,0,0,0,0,0,0,0,0,0
84248,4418,4979,4988,5450,4746,5181,3511,4869,5514
84859,962,1095,1055,1333,1132,1327,1285,1447,1854
84223,399,460,451,284,308,335,383,473,493
6165,14209,14400,14474,17438,13842,16213,13347,19052,21146
89782,502,626,617,765,709,755,703,785,1108
100873947,0,0,0,0,0,1,0,0,0
348840,2,3,0,8,5,9,6,2,3
728262,30,42,43,49,39,53,47,39,61
152687,66,89,65,135,74,108,123,177,199
255403,365,460,449,368,331,392,255,319,382
642280,14,22,14,13,5,13,32,76,79
654254,8,3,8,21,10,13,54,73,74
7700,89,95,73,94,69,104,215,239,296
693156,0,0,0,0,0,0,0,0,0
79963,298,312,337,422,353,373,199,255,290
170960,230,222,263,300,324,297,419,620,672
54872,2134,2377,2272,2990,2400,2796,2004,2612,2852
5158,2,3,2,18,19,12,174,227,203
521,2704,2668,2694,3532,2860,3166,2360,3535,3634
4636,59,72,47,118,93,71,68,97,103
84179,34,30,30,44,44,47,37,51,53
10336,2318,2448,2527,2768,2401,2721,1816,2201,2593
100129917,39,38,34,50,43,50,21,24,44
10815,11,12,4,59,33,34,24,19,26
2580,5806,5656,5523,5994,4889,5355,4351,5399,6462
84286,353,343,366,441,375,395,300,369,442
1609,941,952,951,1137,938,1047,630,721,781
10861,152,198,136,395,305,362,270,341,376
3425,264,257,246,449,366,393,63,69,70
53834,4164,3950,3678,5119,4026,4437,2187,2731,3472
105374379,0,0,0,0,0,0,0,0,0
285498,5,9,1,2,2,5,1,0,0
100379220,0,0,0,0,0,0,0,0,0
10417,0,5,3,2,0,1,5,11,14
100130872,2,2,1,0,0,0,0,2,0
101928548,1,1,0,0,0,0,0,0,0
285463,13,21,11,25,30,18,11,23,31
1487,5838,5633,5656,6963,5701,6408,4202,5715,6378
92070,412,439,408,431,359,412,490,592,649
10296,4190,4297,4169,5076,4114,4446,3862,5360,5838
101928621,5,10,10,8,6,16,18,17,16
57654,605,806,803,850,821,786,215,254,306
285464,115,117,113,107,87,111,12,26,23
54729,0,0,0,0,0,0,0,0,0
152877,43,27,32,26,24,36,134,158,185
7884,4870,4987,4981,5795,4980,5665,6037,8581,9165
92305,1595,1502,1464,1889,1489,1648,1184,1490,1582
10460,15866,15932,15753,16499,13714,14895,8119,10740,12557
2261,151,177,165,926,722,847,1970,2314,2678
3954,3399,3626,3593,4157,3550,3821,3340,4348,4862
7468,17866,19565,19778,18876,16375,17870,10801,13486,16133
677770,16,12,13,15,10,9,13,22,26
7469,1580,1436,1506,1818,1457,1603,1504,1842,2189
100126332,0,0,0,0,0,0,1,0,0
401115,212,170,177,234,162,163,257,379,406
339983,1,6,4,26,32,35,440,567,621
353497,12,19,18,21,22,20,32,46,55
79441,889,992,1018,1008,928,1005,850,1180,1406
10608,1412,1315,1266,1744,1344,1586,2943,3727,4238
100616358,0,0,0,0,0,0,0,0,0
57732,195,213,191,72,100,112,109,116,134
402160,0,1,1,0,0,0,2,0,0
6047,7550,8273,8014,8664,6897,7929,5566,6964,8275
8603,1559,1632,1601,2173,1714,1850,1457,1840,2336
79155,2275,2171,2104,2077,1758,1699,1769,2258,2338
6452,2234,2586,2258,3043,2621,2827,1991,2243,2773
118,13324,13753,13616,15813,13449,14908,11632,14777,17470
10227,5644,5449,5432,4878,4046,4329,2202,2789,3072
317648,303,314,314,273,250,262,83,102,131
8602,3671,3997,4047,4033,3476,3685,3258,4314,5026
2868,24,15,23,24,21,30,20,25,41
100750326,0,0,0,0,0,0,1,0,0
3064,4619,5699,4939,6864,6196,6022,7420,8486,11729
345222,3,2,4,6,12,1,4,5,11
6002,1866,1925,1844,2279,1803,2058,1145,1464,1665
3083,5,0,3,8,7,12,5,4,10
285489,142,126,126,185,171,161,38,65,69
4043,5962,6188,5711,7979,6540,7204,4142,5552,6246
285492,0,0,0,0,0,0,0,0,0
100133461,0,0,0,0,0,0,0,0,0
152,0,0,0,0,0,0,6,15,27
348926,169,163,160,232,220,262,139,208,202
133060,0,0,0,0,0,0,0,0,0
85013,621,639,669,822,726,822,591,856,877
55646,2225,2522,2542,2540,2240,2371,1989,2930,3261
166793,160,157,179,208,169,175,201,293,324
27065,1,0,1,0,2,5,16,35,24
53407,1289,1339,1320,1436,1248,1384,1553,2014,2368
104472519,0,0,0,0,0,0,0,0,0
100507266,31,27,24,30,26,43,23,34,32
101928279,1,0,1,3,3,4,0,5,1
103695434,0,0,0,0,0,0,0,0,0
4487,526,467,451,571,475,440,204,308,357
101928306,0,0,0,0,0,0,0,0,0
54360,0,0,0,2,2,0,188,293,258
55351,79,99,88,32,23,24,1531,1947,2169
10141,0,0,0,0,0,1,0,0,0
132884,108,91,90,401,322,382,136,170,204
2121,1796,2294,2050,4606,4301,4773,3499,3629,4831
1400,578,669,623,1356,1208,1300,1002,1302,1544
100616201,0,0,0,0,0,0,0,0,0
389197,0,0,0,0,0,0,0,0,0
105374380,0,0,0,0,0,0,0,0,0
152789,0,0,0,0,0,0,0,0,0
285484,0,0,0,0,0,0,0,0,2
7466,2023,1987,1922,1951,1611,1698,2392,2800,3336
5522,3,1,2,1,1,1,117,180,178
23324,3126,3394,3066,3314,2794,3167,1179,1321,1657
93621,19522,19848,20379,22138,18852,21437,14155,19582,21372
93622,1243,1128,1235,1259,1110,1136,788,1065,1179
6286,0,0,1,0,0,1,0,1,0
114932,2355,2403,2499,2603,2229,2560,2362,3325,3623
55330,531,473,494,650,534,606,289,403,483
9778,2780,3211,3227,4067,3657,4052,2655,3264,3912
57533,1573,1707,1696,2140,1711,2091,1824,2203,2779
100129931,6,13,13,14,13,19,2,2,5
257236,217,280,191,214,202,211,237,358,449
93624,1657,1742,1748,2214,1924,2063,1422,1687,2021
80273,3119,3493,3222,3469,2894,3293,2588,3699,4193
730971,0,0,0,1,0,2,1,0,0
57537,4371,4607,4353,479,454,471,53,50,69
100616471,0,0,0,0,0,0,0,0,0
768239,0,0,2,1,1,0,0,0,1
100422826,0,0,0,0,0,0,0,0,0
84740,13,6,8,14,12,16,30,41,44
60312,2091,2474,2360,1378,1168,1271,2047,2354,3167
105374372,0,0,0,0,0,0,0,1,2
84448,0,0,0,2,3,3,2,2,3
407052,0,0,0,0,0,0,0,0,0
54436,46,48,50,127,121,120,361,518,539
94031,0,1,0,6,2,5,138,186,189
8310,929,1035,984,1080,882,955,817,1082,1194
152992,411,404,430,465,403,406,373,515,584
27201,7,2,9,0,0,0,0,0,0
8532,3,3,4,2,2,1,187,243,298
3166,0,0,0,0,0,0,0,0,0
650293,0,0,0,0,0,0,0,0,0
100287013,22,26,18,19,22,32,16,14,28
100287144,0,0,0,0,0,0,0,0,0
100287178,0,0,0,0,0,0,0,0,0
100287205,0,0,0,1,0,0,3,0,0
100287238,0,0,0,0,0,0,0,0,0
100288520,0,0,0,0,0,0,0,0,0
100287327,0,0,0,0,0,0,0,0,0
100287364,0,0,0,0,0,0,0,0,0
100287404,0,0,0,0,0,0,0,0,0
100287441,0,0,0,0,0,1,0,1,1
100287478,0,0,0,0,0,0,0,0,0
100287513,0,0,0,0,0,0,0,2,0
728369,0,0,0,0,0,0,0,0,0
728373,0,0,0,0,1,0,0,0,0
728379,0,0,0,0,0,0,0,0,0
728386,0,0,0,0,0,0,0,0,0
728393,0,0,0,0,0,0,0,1,0
728400,0,0,0,0,0,0,0,0,0
728405,0,0,0,1,0,0,0,0,0
391627,0,0,0,0,0,0,0,0,0
728419,0,0,0,0,0,0,0,0,0
391622,0,0,0,0,0,0,0,0,0
644414,0,0,0,0,0,0,0,0,1
101928948,1,0,0,1,2,0,11,10,20
100302277,0,0,0,0,0,0,0,0,0
56606,55,77,67,9,12,10,216,217,255
1816,0,0,0,0,0,0,0,0,0
9948,37394,38988,38131,33676,28375,30899,30400,40740,45801
100423011,0,0,0,0,0,0,0,0,0
85460,362,407,456,562,468,498,1061,1320,1609
116449,0,0,0,0,0,0,0,0,0
693157,0,0,0,0,0,0,0,0,0
9957,18,30,25,16,18,22,57,89,101
101929019,0,0,0,0,0,0,0,0,0
9364,993,1044,1111,1091,926,1057,911,1321,1515
285547,0,0,0,0,0,0,0,0,0
579,8,6,5,19,14,20,8,14,11
285548,0,0,0,0,0,0,15,21,23
259282,2008,2618,2387,3012,3051,3002,4478,5276,6708
100847023,0,0,0,0,0,0,0,0,0
101929071,0,0,0,0,0,0,0,2,0
152742,0,1,0,0,0,0,0,0,0
201853,0,0,0,1,0,0,0,0,0
441009,0,1,0,1,0,0,0,0,1
132864,1258,1420,1421,1948,1708,1957,591,674,918
101929095,0,2,0,1,0,0,0,0,1
114905,0,0,0,0,2,0,0,0,0
57545,96,103,81,172,180,212,808,1042,1124
26234,4896,5166,5403,6580,5543,6435,4986,6525,7367
285550,519,532,550,563,472,593,461,625,743
683,13,12,19,27,15,32,40,53,63
952,0,0,0,0,0,2,0,2,0
9982,3,5,2,3,6,4,155,252,261
83888,0,0,0,0,0,0,0,0,0
8842,0,1,0,2,1,0,4,2,1
202018,446,535,528,547,566,598,777,1062,1188
202020,34,52,41,62,61,61,44,51,60
9079,0,0,0,0,1,0,0,0,0
101929123,0,0,0,0,0,0,0,0,0
5860,1081,1118,1129,1269,1034,1126,1164,1554,1776
645104,0,1,0,0,0,0,0,0,0
51056,5636,6150,5785,7097,6019,6479,3395,4727,5218
80306,1023,1082,1092,1444,1227,1368,2040,2699,2998
27146,22,16,15,37,26,25,132,158,211
54876,1216,1189,1312,1545,1386,1523,2200,2836,3143
64151,5944,6519,6804,7086,6180,6750,4742,6128,6812
254251,957,1142,1166,1415,1292,1348,1114,1480,1647
9353,300,371,345,498,446,439,331,393,480
100505893,0,0,0,0,0,0,0,0,2
407000,0,0,0,0,0,0,0,1,0
133015,610,719,733,742,659,721,744,1007,1144
80333,47,48,55,71,63,89,91,130,134
102465859,0,0,0,0,0,0,0,0,0
359822,0,0,0,0,0,0,0,0,0
100505912,8,9,8,8,10,2,8,3,3
166647,2832,3151,3221,3507,2955,3614,2688,3393,3889
57733,0,0,0,0,0,0,0,0,0
10891,4,8,10,209,177,210,2137,2574,3046
693158,2,0,0,2,0,3,5,2,2
1665,10245,11228,11252,13521,11516,12999,13013,16793,19475
6649,106,86,93,197,138,174,577,781,893
91050,1138,1300,1158,1105,991,1175,903,1151,1285
55203,0,0,2,0,0,6,22,32,42
51091,189,212,243,270,238,307,406,511,589
285540,8,5,6,11,9,18,8,11,14
55300,1895,2173,2140,2272,1987,2198,1318,1837,1942
29063,525,567,542,780,643,737,673,910,1054
29945,1339,1505,1504,1589,1319,1566,1257,1695,1738
10568,0,0,0,1,0,0,19,55,48
23231,2855,3318,3236,4336,3840,4625,3626,4465,5225
389203,873,838,872,1004,860,875,1099,1449,1633
3516,4348,4858,4902,4868,4277,4746,3783,4851,5666
886,0,0,0,0,0,0,0,0,0
55296,283,290,328,379,330,410,413,462,537
57620,1113,1267,1229,1530,1300,1479,1135,1507,1785
101929199,0,0,0,0,0,0,0,0,0
100422937,0,0,0,0,0,0,0,0,0
5099,94,120,107,138,125,159,1643,1827,2274
102723778,0,0,0,0,0,0,0,0,0
102723828,0,0,0,0,0,0,0,1,0
101927363,0,0,0,0,0,0,0,0,0
101928622,0,0,0,0,0,0,0,0,0
116984,151,216,160,714,631,788,935,1172,1361
439933,0,0,0,0,0,0,0,0,0
401124,0,0,0,0,0,0,0,0,0
100313806,0,0,0,0,0,0,0,0,0
100616435,0,0,0,0,0,0,0,0,0
57495,0,1,0,1,0,0,0,0,0
55286,8,21,8,2,7,1,151,186,214
768211,1030,940,962,1111,946,1056,762,957,1219
55276,3791,4169,4170,4681,3972,4659,2988,4064,4465
23216,6525,7087,7033,7151,6071,6955,5247,6732,7745
10744,12,8,5,7,3,14,2,3,6
101928776,0,0,0,0,0,0,0,0,0
79667,0,1,3,0,6,2,0,2,7
51274,1492,1646,1672,1969,1720,1935,2207,2822,3453
81793,0,0,0,3,0,0,1,1,0
7096,12,19,13,67,52,51,45,48,53
10333,71,69,84,306,269,288,387,442,601
92689,4935,5237,5111,5841,4868,5582,2637,3221,3844
693159,0,0,0,0,0,0,0,0,0
80008,2,0,4,2,3,3,23,12,22
51088,2610,2861,2857,3539,3128,3612,2943,3746,4325
57728,644,797,796,905,759,946,1224,1539,1662
5981,4460,5156,5186,5943,5248,5985,7230,9215,10700
152831,13,15,14,17,14,28,22,22,31
100847065,0,0,0,0,0,0,0,0,0
6133,7117,7479,7447,8346,7134,8029,8995,12969,13693
11019,538,587,537,627,507,654,518,752,825
401127,197,220,224,212,209,225,134,194,234
7358,4452,4888,4807,5329,4552,5187,4012,5156,6110
100885776,38,20,16,51,42,26,27,18,31
201895,1019,972,1039,1304,1157,1400,1274,1665,1671
3093,5979,6588,6756,7825,6909,8006,6785,9082,10549
23244,9285,10660,10666,12691,11153,12233,10786,13754,16393
344967,444,467,420,536,415,412,109,132,160
55728,644,790,845,1024,968,1038,2395,2831,3552
399,0,0,0,0,0,0,1,3,2
101060498,0,0,0,0,0,0,0,1,1
55584,0,0,0,0,0,1,13,9,16
54502,2590,2880,2764,3592,3033,3385,1766,2179,2526
100616274,0,0,0,0,0,0,0,0,0
79730,0,0,1,1,1,1,508,684,728
323,3493,3873,3901,4061,3626,3875,2656,3213,4012
